id,X,Y,month,day,temp,humidity,wind
471,4.350351376,4.443296235,apr,sun,17.6,27,5.8
472,4.674499363,2.912053539,may,fri,18,40,4
473,8.50410613,3.636568432,jun,mon,14.3,79,4
474,9.227975277,4.283158688,jun,sat,24.5,50,3.1
475,4.985346172,2.823758446,jun,thu,26.4,35,2.7
476,1.0453539,4.936528498,jun,thu,22.7,40,9.4
477,4.611955929,2.863382794,jul,thu,27.2,28,1.3
478,3.512598118,3.713366448,jul,sun,26.1,45,4
479,6.088442955,3.913721894,jul,sun,18.2,82,4.5
480,6.676195826,3.049327932,jul,mon,22.6,57,4.9
481,8.981553559,8.371325653,jul,thu,30.2,25,4.5
482,3.615589597,3.929870931,jul,thu,30.2,22,4.9
483,2.541161952,4.865918772,aug,sun,23.4,40,5.8
484,8.31591599,5.916927071,aug,sun,31,27,5.4
485,2.009601587,5.010094388,aug,sun,33.1,25,4
486,1.855238734,4.375801467,aug,mon,30.6,28,3.6
487,5.330139502,4.686701146,aug,tue,24.1,43,6.3
488,4.370400899,3.111923252,aug,tue,26.4,34,3.6
489,3.933308604,4.875691939,aug,tue,19.4,71,7.6
490,4.637392928,4.871206586,aug,wed,20.6,58,1.3
491,3.128614373,4.7917204,aug,wed,28.7,33,4
492,4.832800522,3.46151907,aug,thu,32.4,21,4.5
493,1.653947521,3.297338958,aug,fri,32.4,27,2.2
494,1.555249749,2.467645906,aug,fri,27.5,29,4.5
495,5.563928769,5.077900165,aug,sat,30.8,30,4.9
496,6.89965758,6.608907041,aug,mon,23.9,42,2.2
497,3.845305509,5.717917696,aug,mon,32.6,26,3.1
498,2.969742245,3.578044738,aug,tue,32.3,27,2.2
499,6.020534503,5.496394889,aug,tue,33.3,26,2.7
500,7.035948453,4.88966556,aug,tue,27.3,63,4.9
501,8.455505498,6.436237727,aug,tue,21.6,65,4.9
502,6.334407267,5.850258258,aug,tue,21.6,65,4.9
503,3.99882913,4.211844342,aug,tue,20.7,69,4.9
504,1.97512619,4.981761773,aug,wed,29.2,30,4.9
505,4.409162697,2.951007053,aug,wed,28.9,29,4.9
506,1.411757442,1.003496436,aug,thu,26.7,35,1.8
507,0.16942864,2.577255726,aug,fri,18.5,73,8.5
508,2.588725537,4.448149871,aug,fri,25.9,41,3.6
509,0.254755738,2.705556098,aug,fri,25.9,41,3.6
510,5.782103587,3.977820679,aug,fri,21.1,71,7.6
511,5.838336623,5.184221009,aug,fri,18.2,62,5.4
512,8.465452078,5.317783949,aug,sun,27.8,35,2.7
513,3.388374752,3.413581451,aug,sun,27.8,32,2.7
514,2.982535371,3.823945261,aug,sun,21.9,71,5.8
515,6.749623864,3.932215268,aug,sun,21.2,70,6.7
516,1.943913537,4.883487229,aug,sat,25.6,42,4
517,5.23472533,2.412791085,nov,tue,11.8,31,4.5
